roll	pitch	yaw	x	y	z
0.15	0	1.987845892869993e-15	3.578145159408732e-15	0	1.987845892869993e-15	3.578145159408732e-15
0.1666666666666667	0	0.1923386061806975	0.5047770512421231	0	0.1923386061806975	0.5047770512421231
0.1833333333333333	0	0.6108688419070036	0.9494802269178286	0	0.6108688419070036	0.9494802269178286
0.2	0	1.257945718808884	1.306123381260081	0	1.257945718808884	1.306123381260081
0.2166666666666667	0	2.129980024239214	1.599527525235547	0	2.129980024239214	1.599527525235547
0.2333333333333333	0	3.14572131038703	1.861224347230046	0	3.14572131038703	1.861224347230046
0.25	0	4.336783108625546	2.103328424825306	0	4.336783108625546	2.103328424825306
0.2666666666666667	0	5.672655670384122	2.312600088890954	0	5.672655670384122	2.312600088890954
0.2833333333333333	0	6.977979687368494	2.483255446868635	0	6.977979687368494	2.483255446868635
0.3	0	8.204005231128145	2.60924403589768	0	8.204005231128145	2.60924403589768
0.3166666666666667	0	9.398638444951857	2.698910208561382	0	9.398638444951857	2.698910208561382
0.3333333333333333	0	10.53094853321276	2.767206482618902	0	10.53094853321276	2.767206482618902
0.35	0	11.55812111499291	2.8106145397913	0	11.55812111499291	2.8106145397913
0.3666666666666666	0	12.52307921595906	2.834175265477819	0	12.52307921595906	2.834175265477819
0.3833333333333334	0	13.52507075174356	2.864539073836881	0	13.52507075174356	2.864539073836881
0.4	0	14.61447886116009	2.905769701937336	0	14.61447886116009	2.905769701937336
0.4166666666666667	0	15.74333722902242	2.953682587548234	0	15.74333722902242	2.953682587548234
0.4333333333333333	0	16.86355369110279	3.02198208438734	0	16.86355369110279	3.02198208438734
0.45	0	17.98818781408397	3.126089280958505	0	17.98818781408397	3.126089280958505
0.4666666666666667	0	19.10430327310522	3.249854853266543	0	19.10430327310522	3.249854853266543
0.4833333333333333	0	20.12216751872251	3.359004392470685	0	20.12216751872251	3.359004392470685
0.5	0	21.03105960135206	3.448830563131224	0	21.03105960135206	3.448830563131224
0.5166666666666667	0	21.84047589763445	3.52473583267982	0	21.84047589763445	3.52473583267982
0.5333333333333333	0	22.49188057351098	3.569581840701661	0	22.49188057351098	3.569581840701661
0.55	0	22.95220298742284	3.577523203822629	0	22.95220298742284	3.577523203822629
0.5666666666666667	0	23.25286257156344	3.555120240061273	0	23.25286257156344	3.555120240061273
0.5833333333333334	0	23.43174829596004	3.502222305855803	0	23.43174829596004	3.502222305855803
0.6	0	23.47407696332553	3.404650116800301	0	23.47407696332553	3.404650116800301
0.6166666666666667	0	23.39424188933966	3.276626253149927	0	23.39424188933966	3.276626253149927
0.6333333333333333	0	23.27459848308101	3.161261289732819	0	23.27459848308101	3.161261289732819
0.65	0	23.1403484013364	3.063728418324787	0	23.1403484013364	3.063728418324787
0.6666666666666666	0	22.9660988845136	2.978714515040933	0	22.9660988845136	2.978714515040933
0.6833333333333333	0	22.75608677285646	2.932201957986778	0	22.75608677285646	2.932201957986778
0.7	0	22.51339128892563	2.944754223322219	0	22.51339128892563	2.944754223322219
0.7166666666666667	0	22.23520849297037	2.996108526249427	0	22.23520849297037	2.996108526249427
0.7333333333333333	0	21.91714629332843	3.050936931663433	0	21.91714629332843	3.050936931663433
0.75	0	21.56282996545634	3.09863435873677	0	21.56282996545634	3.09863435873677
0.7666666666666667	0	21.16889647293051	3.149912523783397	0	21.16889647293051	3.149912523783397
0.7833333333333333	0	20.72180769874078	3.202553984342027	0	20.72180769874078	3.202553984342027
0.8	0	20.19806153632641	3.251949989902464	0	20.19806153632641	3.251949989902464
0.8166666666666667	0	19.62197328235861	3.302842505191656	0	19.62197328235861	3.302842505191656
0.8333333333333334	0	19.0513734917705	3.367387302446718	0	19.0513734917705	3.367387302446718
0.85	0	18.48528366067107	3.444714490119786	0	18.48528366067107	3.444714490119786
0.8666666666666667	0	17.92470673663837	3.535924453884378	0	17.92470673663837	3.535924453884378
0.8833333333333333	0	17.42976536593773	3.656364643051727	0	17.42976536593773	3.656364643051727
0.9	0	17.02517449491787	3.819187412341059	0	17.02517449491787	3.819187412341059
0.9166666666666666	0	16.68593571774398	4.011369773496007	0	16.68593571774398	4.011369773496007
0.9333333333333333	0	16.39645834435089	4.209574133642668	0	16.39645834435089	4.209574133642668
0.95	0	16.17044455595373	4.413834119876057	0	16.17044455595373	4.413834119876057
0.9666666666666667	0	15.99385066093342	4.623704940284362	0	15.99385066093342	4.623704940284362
0.9833333333333333	0	15.80897605879002	4.813913373251259	0	15.80897605879002	4.813913373251259
1	0	15.59172957307269	4.979693273744079	0	15.59172957307269	4.979693273744079
1.016666666666667	0	15.36603481513386	5.125700688968617	0	15.36603481513386	5.125700688968617
1.033333333333333	0	15.14714542911637	5.241063402492714	0	15.14714542911637	5.241063402492714
1.05	0	14.93954970281827	5.321855136909051	0	14.93954970281827	5.321855136909051
1.066666666666667	0	14.73844692834201	5.37177502077795	0	14.73844692834201	5.37177502077795
1.083333333333333	0	14.54403317980719	5.391691736432175	0	14.54403317980719	5.391691736432175
1.1	0	14.35345502817281	5.377435190273635	0	14.35345502817281	5.377435190273635
1.116666666666667	0	14.16962496866383	5.332935870591559	0	14.16962496866383	5.332935870591559
1.133333333333333	0	14.0000833585512	5.271086655622979	0	14.0000833585512	5.271086655622979
1.15	0	13.85943787023705	5.19999970221015	0	13.85943787023705	5.19999970221015
1.166666666666667	0	13.73315185031908	5.111556077336898	0	13.73315185031908	5.111556077336898
1.183333333333333	0	13.58689976558638	4.993977496572696	0	13.58689976558638	4.993977496572696
1.2	0	13.39476395196429	4.833944125515942	0	13.39476395196429	4.833944125515942
1.216666666666667	0	13.18242053172956	4.644727685008792	0	13.18242053172956	4.644727685008792
1.233333333333333	0	12.99271219352841	4.454867279914566	0	12.99271219352841	4.454867279914566
1.25	0	12.83366167057045	4.275186718276248	0	12.83366167057045	4.275186718276248
1.266666666666667	0	12.69698700390525	4.094803572814943	0	12.69698700390525	4.094803572814943
1.283333333333333	0	12.60144998064912	3.909975403017811	0	12.60144998064912	3.909975403017811
1.3	0	12.54310619190098	3.702199312513981	0	12.54310619190098	3.702199312513981
1.316666666666667	0	12.52611009268056	3.490031070342394	0	12.52611009268056	3.490031070342394
1.333333333333333	0	12.58105017140139	3.326388662606691	0	12.58105017140139	3.326388662606691
1.35	0	12.74134389912767	3.239913045086254	0	12.74134389912767	3.239913045086254
1.366666666666667	0	12.97351928447346	3.201817697951374	0	12.97351928447346	3.201817697951374
1.383333333333333	0	13.20755380660371	3.177935179904439	0	13.20755380660371	3.177935179904439
1.4	0	13.43835841099611	3.156757945007441	0	13.43835841099611	3.156757945007441
1.416666666666667	0	13.67095547692222	3.149790057127808	0	13.67095547692222	3.149790057127808
1.433333333333333	0	13.85036904689017	3.157208669923639	0	13.85036904689017	3.157208669923639
1.45	0	13.96581009171565	3.184913867431002	0	13.96581009171565	3.184913867431002
1.466666666666667	0	14.02792065470852	3.227051401898925	0	14.02792065470852	3.227051401898925
1.483333333333333	0	14.01394073850955	3.265558417905273	0	14.01394073850955	3.265558417905273
1.5	0	13.89175704170059	3.291756207027287	0	13.89175704170059	3.291756207027287
1.516666666666667	0	13.69363515084454	3.314494957041723	0	13.69363515084454	3.314494957041723
1.533333333333333	0	13.49243235042117	3.342607892155947	0	13.49243235042117	3.342607892155947
1.55	0	13.28877541989186	3.380129437767446	0	13.28877541989186	3.380129437767446
1.566666666666667	0	13.08212456102684	3.423181240590159	0	13.08212456102684	3.423181240590159
1.583333333333333	0	12.94369351140652	3.467560675761003	0	12.94369351140652	3.467560675761003
1.6	0	12.91987496378478	3.51256568745087	0	12.91987496378478	3.51256568745087
1.616666666666667	0	12.96386585174153	3.558707556189142	0	12.96386585174153	3.558707556189142
1.633333333333333	0	13.00675711688315	3.603791270158526	0	13.00675711688315	3.603791270158526
1.65	0	13.03353741647381	3.642630759824138	0	13.03353741647381	3.642630759824138
1.666666666666667	0	13.0589472667825	3.680075097537409	0	13.0589472667825	3.680075097537409
1.683333333333333	0	13.0584886004413	3.729619759667631	0	13.0584886004413	3.729619759667631
1.7	0	13.0423585631967	3.81424311431787	0	13.0423585631967	3.81424311431787
1.716666666666667	0	13.0003008046568	3.910809198338176	0	13.0003008046568	3.910809198338176
1.733333333333333	0	12.87637853756705	3.962478239148069	0	12.87637853756705	3.962478239148069
1.75	0	12.62491724491723	3.929631096975331	0	12.62491724491723	3.929631096975331
1.766666666666667	0	12.29132819913549	3.851594858323436	0	12.29132819913549	3.851594858323436
1.783333333333333	0	11.95623188713288	3.79027552841482	0	11.95623188713288	3.79027552841482
1.8	0	11.65064706781869	3.777584163973249	0	11.65064706781869	3.777584163973249
1.816666666666667	0	11.34378542812918	3.781588451763849	0	11.34378542812918	3.781588451763849
1.833333333333333	0	11.02354883813299	3.768437723427479	0	11.02354883813299	3.768437723427479
1.85	0	10.66378265740603	3.711957352284709	0	10.66378265740603	3.711957352284709
1.866666666666667	0	10.29055117135924	3.638102486098115	0	10.29055117135924	3.638102486098115
1.883333333333333	0	9.97037113337613	3.591113935724853	0	9.97037113337613	3.591113935724853
1.9	0	9.719030733947969	3.589352046247794	0	9.719030733947969	3.589352046247794
1.916666666666667	0	9.520748823903027	3.614480623006785	0	9.520748823903027	3.614480623006785
1.933333333333333	0	9.394197239626344	3.657227045258289	0	9.394197239626344	3.657227045258289
1.95	0	9.370071499576854	3.718768038143784	0	9.370071499576854	3.718768038143784
1.966666666666667	0	9.417628581275688	3.797782409779934	0	9.417628581275688	3.797782409779934
1.983333333333333	0	9.463834940740531	3.880244148193593	0	9.463834940740531	3.880244148193593
2	0	9.505467560148592	3.973690733839661	0	9.505467560148592	3.973690733839661
2.016666666666667	0	9.545919670972035	4.070719872982145	0	9.545919670972035	4.070719872982145
2.033333333333333	0	9.520992297364687	4.134532666821158	0	9.520992297364687	4.134532666821158
2.05	0	9.399434720277153	4.145876631955184	0	9.399434720277153	4.145876631955184
2.066666666666667	0	9.212400525968317	4.124231126168909	0	9.212400525968317	4.124231126168909
2.083333333333333	0	8.989212323347001	4.089811161210517	0	8.989212323347001	4.089811161210517
2.1	0	8.717889733687826	4.040877601628443	0	8.717889733687826	4.040877601628443
2.116666666666667	0	8.410352207857157	3.979069646387782	0	8.410352207857157	3.979069646387782
2.133333333333333	0	8.132587593252133	3.931665281937097	0	8.132587593252133	3.931665281937097
2.15	0	7.90910783558711	3.90994827626838	0	7.90910783558711	3.90994827626838
2.166666666666667	0	7.715173310161449	3.902757225365794	0	7.715173310161449	3.902757225365794
2.183333333333333	0	7.544196131560808	3.904512238735535	0	7.544196131560808	3.904512238735535
2.2	0	7.362468966875365	3.897897386217309	0	7.362468966875365	3.897897386217309
2.216666666666667	0	7.203541479391652	3.900075546624498	0	7.203541479391652	3.900075546624498
2.233333333333333	0	7.160915234972539	3.956355836956902	0	7.160915234972539	3.956355836956902
2.25	0	7.283595945270111	4.11477693800672	0	7.283595945270111	4.11477693800672
2.266666666666667	0	7.522480938253082	4.32692444734394	0	7.522480938253082	4.32692444734394
2.283333333333333	0	7.824581796882362	4.494790446125709	0	7.824581796882362	4.494790446125709
2.3	0	8.200467844486253	4.580745253493223	0	8.200467844486253	4.580745253493223
2.316666666666667	0	8.639793753190293	4.622340769160084	0	8.639793753190293	4.622340769160084
2.333333333333333	0	9.05726118046034	4.633747658997624	0	9.05726118046034	4.633747658997624
2.35	0	9.430704888874443	4.601335435811711	0	9.430704888874443	4.601335435811711
2.366666666666667	0	9.782797941273982	4.539360791604182	0	9.782797941273982	4.539360791604182
2.383333333333333	0	10.09393047596585	4.502653875275366	0	10.09393047596585	4.502653875275366
2.4	0	10.35821474251632	4.510863134728825	0	10.35821474251632	4.510863134728825
2.416666666666667	0	10.5813668309341	4.544200053482857	0	10.5813668309341	4.544200053482857
2.433333333333333	0	10.76180915199279	4.598121935640715	0	10.76180915199279	4.598121935640715
2.45	0	10.90871404608338	4.683913438939555	0	10.90871404608338	4.683913438939555
2.466666666666667	0	11.01287772857119	4.790385173265181	0	11.01287772857119	4.790385173265181
2.483333333333333	0	11.04635497624411	4.88003057831249	0	11.04635497624411	4.88003057831249
2.5	0	10.97647943639382	4.935319319672657	0	10.97647943639382	4.935319319672657
2.516666666666667	0	10.83610854080579	4.9739697659131	0	10.83610854080579	4.9739697659131
2.533333333333333	0	10.69442495608818	5.012198081543679	0	10.69442495608818	5.012198081543679
2.55	0	10.56342459183739	5.058001341329254	0	10.56342459183739	5.058001341329254
2.566666666666667	0	10.43133513827951	5.10347468861917	0	10.43133513827951	5.10347468861917
2.583333333333333	0	10.33201030095898	5.140642190640897	0	10.33201030095898	5.140642190640897
2.6	0	10.277411908752	5.174434650290372	0	10.277411908752	5.174434650290372
2.616666666666667	0	10.25524974666623	5.199822000654411	0	10.25524974666623	5.199822000654411
2.633333333333333	0	10.26341857144382	5.193911447847806	0	10.26341857144382	5.193911447847806
